country,continent,year,lifeExp,pop,gdpPercap
Colombia,Americas,1962,57.863,17009885.0,2492.351109
Colombia,Americas,1967,59.963,19764027.0,2678.729839
Colombia,Americas,1972,61.623000000000005,22542890.0,3264.660041
Colombia,Americas,1977,63.836999999999996,25094412.0,3815.80787
Colombia,Americas,1982,66.653,27764644.0,4397.575659
Colombia,Americas,1987,67.768,30964245.0,4903.2191
Colombia,Americas,1992,68.421,34202721.0,5444.648617
Colombia,Americas,1997,70.313,37657830.0,6117.3617460000005
Colombia,Americas,2002,71.682,41008227.0,5755.259962
Colombia,Americas,2007,72.889,44227550.0,7006.580419
Comoros,Africa,1952,40.715,153936.0,1102.990936
Comoros,Africa,1957,42.46,170928.0,1211.1485480000001
Comoros,Africa,1962,44.467,191689.0,1406.648278
Comoros,Africa,1967,46.472,217378.0,1876.029643
Comoros,Africa,1972,48.943999999999996,250027.0,1937.577675
Comoros,Africa,1977,50.93899999999999,304739.0,1172.603047
Comoros,Africa,1982,52.933,348643.0,1267.100083
Comoros,Africa,1987,54.926,395114.0,1315.980812
Comoros,Africa,1992,57.93899999999999,454429.0,1246.90737
Comoros,Africa,1997,60.66,527982.0,1173.618235
Comoros,Africa,2002,62.974,614382.0,1075.811558
Comoros,Africa,2007,65.152,710960.0,986.1478792000001
"Congo, Dem. Rep.",Africa,1952,39.143,14100005.0,780.5423257
"Congo, Dem. Rep.",Africa,1957,40.652,15577932.0,905.8602302999999
"Congo, Dem. Rep.",Africa,1962,42.122,17486434.0,896.3146335000001
"Congo, Dem. Rep.",Africa,1967,44.056000000000004,19941073.0,861.5932424
"Congo, Dem. Rep.",Africa,1972,45.989,23007669.0,904.8960685000001
"Congo, Dem. Rep.",Africa,1977,47.803999999999995,26480870.0,795.757282
"Congo, Dem. Rep.",Africa,1982,47.784,30646495.0,673.7478181
"Congo, Dem. Rep.",Africa,1987,47.412,35481645.0,672.774812
"Congo, Dem. Rep.",Africa,1992,45.548,41672143.0,457.7191807
"Congo, Dem. Rep.",Africa,1997,42.586999999999996,47798986.0,312.188423
"Congo, Dem. Rep.",Africa,2002,44.966,55379852.0,241.16587650000002
"Congo, Dem. Rep.",Africa,2007,46.461999999999996,64606759.0,277.55185869999997
"Congo, Rep.",Africa,1952,42.111000000000004,854885.0,2125.621418
"Congo, Rep.",Africa,1957,45.053000000000004,940458.0,2315.056572
"Congo, Rep.",Africa,1962,48.435,1047924.0,2464.783157
"Congo, Rep.",Africa,1967,52.04,1179760.0,2677.9396420000003
"Congo, Rep.",Africa,1972,54.907,1340458.0,3213.152683
"Congo, Rep.",Africa,1977,55.625,1536769.0,3259.178978
"Congo, Rep.",Africa,1982,56.695,1774735.0,4879.507522
"Congo, Rep.",Africa,1987,57.47,2064095.0,4201.194936999999
"Congo, Rep.",Africa,1992,56.433,2409073.0,4016.239529
"Congo, Rep.",Africa,1997,52.961999999999996,2800947.0,3484.1643759999997
"Congo, Rep.",Africa,2002,52.97,3328795.0,3484.06197
"Congo, Rep.",Africa,2007,55.321999999999996,3800610.0,3632.557798
Costa Rica,Americas,1952,57.206,926317.0,2627.0094710000003
Costa Rica,Americas,1957,60.026,1112300.0,2990.010802
Costa Rica,Americas,1962,62.842,1345187.0,3460.937025
Costa Rica,Americas,1967,65.42399999999999,1588717.0,4161.727834
Costa Rica,Americas,1972,67.84899999999999,1834796.0,5118.146939
Costa Rica,Americas,1977,70.75,2108457.0,5926.876967
Costa Rica,Americas,1982,73.45,2424367.0,5262.734751
Costa Rica,Americas,1987,74.752,2799811.0,5629.915318
Costa Rica,Americas,1992,75.71300000000001,3173216.0,6160.416317
Costa Rica,Americas,1997,77.26,3518107.0,6677.045314
Costa Rica,Americas,2002,78.123,3834934.0,7723.447195000001
Costa Rica,Americas,2007,78.782,4133884.0,9645.06142
Cote d'Ivoire,Africa,1952,40.477,2977019.0,1388.594732
Cote d'Ivoire,Africa,1957,42.468999999999994,3300000.0,1500.895925
Cote d'Ivoire,Africa,1962,44.93,3832408.0,1728.8694280000002
Cote d'Ivoire,Africa,1967,47.35,4744870.0,2052.0504730000002
Cote d'Ivoire,Africa,1972,49.801,6071696.0,2378.201111
Cote d'Ivoire,Africa,1977,52.373999999999995,7459574.0,2517.736547
Cote d'Ivoire,Africa,1982,53.983000000000004,9025951.0,2602.710169
Cote d'Ivoire,Africa,1987,54.655,10761098.0,2156.9560690000003
Cote d'Ivoire,Africa,1992,52.044,12772596.0,1648.073791
Cote d'Ivoire,Africa,1997,47.99100000000001,14625967.0,1786.265407
Cote d'Ivoire,Africa,2002,46.832,16252726.0,1648.800823
Cote d'Ivoire,Africa,2007,48.328,18013409.0,1544.750112
Croatia,Europe,1952,61.21,3882229.0,3119.23652
Croatia,Europe,1957,64.77,3991242.0,4338.231617
Croatia,Europe,1962,67.13,4076557.0,5477.890018
Croatia,Europe,1967,68.5,4174366.0,6960.297861
Croatia,Europe,1972,69.61,4225310.0,9164.090127
Croatia,Europe,1977,70.64,4318673.0,11305.38517
Croatia,Europe,1982,70.46,4413368.0,13221.82184
Croatia,Europe,1987,71.52,4484310.0,13822.58394
Croatia,Europe,1992,72.527,4494013.0,8447.794873
Croatia,Europe,1997,73.68,4444595.0,9875.604515
Croatia,Europe,2002,74.876,4481020.0,11628.38895
Croatia,Europe,2007,75.748,4493312.0,14619.222719999998
Cuba,Americas,1952,59.42100000000001,6007797.0,5586.53878
Cuba,Americas,1957,62.325,6640752.0,6092.174359000001
Cuba,Americas,1962,65.24600000000001,7254373.0,5180.75591
Cuba,Americas,1967,68.29,8139332.0,5690.268015
Cuba,Americas,1972,70.723,8831348.0,5305.445256
Cuba,Americas,1977,72.649,9537988.0,6380.494965999999
Cuba,Americas,1982,73.717,9789224.0,7316.9181069999995
Cuba,Americas,1987,74.17399999999999,10239839.0,7532.924762999999
Cuba,Americas,1992,74.414,10723260.0,5592.843963
Cuba,Americas,1997,76.15100000000001,10983007.0,5431.990415
Cuba,Americas,2002,77.158,11226999.0,6340.646683
Cuba,Americas,2007,78.273,11416987.0,8948.102923
Czech Republic,Europe,1952,66.87,9125183.0,6876.14025
Czech Republic,Europe,1957,69.03,9513758.0,8256.343918
Czech Republic,Europe,1962,69.9,9620282.0,10136.86713
Czech Republic,Europe,1967,70.38,9835109.0,11399.44489
Czech Republic,Europe,1972,70.29,9862158.0,13108.4536
Czech Republic,Europe,1977,70.71,10161915.0,14800.160619999999
Czech Republic,Europe,1982,70.96,10303704.0,15377.22855
Czech Republic,Europe,1987,71.58,10311597.0,16310.4434
Czech Republic,Europe,1992,72.4,10315702.0,14297.021219999999
Czech Republic,Europe,1997,74.01,10300707.0,16048.51424
Czech Republic,Europe,2002,75.51,10256295.0,17596.210219999997
Czech Republic,Europe,2007,76.486,10228744.0,22833.30851
Denmark,Europe,1952,70.78,4334000.0,9692.385245
Denmark,Europe,1957,71.81,4487831.0,11099.65935
Denmark,Europe,1962,72.35,4646899.0,13583.31351
Denmark,Europe,1967,72.96,4838800.0,15937.21123
Denmark,Europe,1972,73.47,4991596.0,18866.20721
Denmark,Europe,1977,74.69,5088419.0,20422.9015
Denmark,Europe,1982,74.63,5117810.0,21688.04048
Denmark,Europe,1987,74.8,5127024.0,25116.17581
Denmark,Europe,1992,75.33,5171393.0,26406.73985
Denmark,Europe,1997,76.11,5283663.0,29804.34567
Denmark,Europe,2002,77.18,5374693.0,32166.500060000002
Denmark,Europe,2007,78.332,5468120.0,35278.41874
Djibouti,Africa,1952,34.812,63149.0,2669.529475
Djibouti,Africa,1957,37.328,71851.0,2864.9690760000003
Djibouti,Africa,1962,39.693000000000005,89898.0,3020.989263
Djibouti,Africa,1967,42.074,127617.0,3020.0505129999997
Djibouti,Africa,1972,44.36600000000001,178848.0,3694.2123520000005
Djibouti,Africa,1977,46.519,228694.0,3081.7610219999997
Djibouti,Africa,1982,48.812,305991.0,2879.4680670000002
Djibouti,Africa,1987,50.04,311025.0,2880.102568
Djibouti,Africa,1992,51.604,384156.0,2377.1561920000004
Djibouti,Africa,1997,53.157,417908.0,1895.016984
Djibouti,Africa,2002,53.373000000000005,447416.0,1908.2608670000002
Djibouti,Africa,2007,54.791000000000004,496374.0,2082.4815670000003
Dominican Republic,Americas,1952,45.928000000000004,2491346.0,1397.7171369999999
Dominican Republic,Americas,1957,49.828,2923186.0,1544.402995
Dominican Republic,Americas,1962,53.458999999999996,3453434.0,1662.137359
Dominican Republic,Americas,1967,56.751000000000005,4049146.0,1653.7230029999998
Dominican Republic,Americas,1972,59.631,4671329.0,2189.874499
Dominican Republic,Americas,1977,61.788000000000004,5302800.0,2681.9889
Dominican Republic,Americas,1982,63.727,5968349.0,2861.092386
Dominican Republic,Americas,1987,66.046,6655297.0,2899.842175
Dominican Republic,Americas,1992,68.457,7351181.0,3044.214214
Dominican Republic,Americas,1997,69.957,7992357.0,3614.101285
Dominican Republic,Americas,2002,70.847,8650322.0,4563.808154
Dominican Republic,Americas,2007,72.235,9319622.0,6025.374752000001
Ecuador,Americas,1952,48.357,3548753.0,3522.110717
Ecuador,Americas,1957,51.356,4058385.0,3780.5466509999997
Ecuador,Americas,1962,54.64,4681707.0,4086.114078
Ecuador,Americas,1967,56.678000000000004,5432424.0,4579.074215
Ecuador,Americas,1972,58.79600000000001,6298651.0,5280.99471
Ecuador,Americas,1977,61.31,7278866.0,6679.62326
Ecuador,Americas,1982,64.342,8365850.0,7213.7912670000005
Ecuador,Americas,1987,67.23100000000001,9545158.0,6481.776993
Ecuador,Americas,1992,69.613,10748394.0,7103.702595000001
Ecuador,Americas,1997,72.312,11911819.0,7429.455876999999
Ecuador,Americas,2002,74.173,12921234.0,5773.0445119999995
Ecuador,Americas,2007,74.994,13755680.0,6873.262326000001
Egypt,Africa,1952,41.893,22223309.0,1418.822445
Egypt,Africa,1957,44.443999999999996,25009741.0,1458.915272
